study_time,idle_time,break_time,tasks_completed,session_time,time_of_day,focus_score
246,180,37,6,472,evening,94
174,12,26,8,217,night,99
228,90,34,9,359,night,51
264,180,40,8,493,night,63
324,180,49,10,564,afternoon,93
300,180,45,11,543,morning,100
468,180,70,10,600,night,74
312,180,47,11,549,afternoon,94
48,84,7,9,149,afternoon,89
150,180,22,6,360,morning,67
384,180,58,7,600,night,94
366,180,55,7,600,afternoon,80
162,180,24,9,384,night,91
54,180,8,7,254,evening,95
228,180,34,9,449,afternoon,98
480,180,72,12,600,morning,100
210,180,32,10,430,night,68
274,180,41,10,509,morning,99
348,180,52,8,587,evening,96
361,180,54,8,600,morning,98
312,180,47,8,548,afternoon,96
473,180,71,7,600,morning,100
300,180,45,12,538,evening,98
246,180,37,7,477,evening,100
348,180,52,8,594,night,82
330,180,50,9,572,afternoon,77
216,180,32,9,441,morning,60
392,180,59,11,600,evening,100
294,180,44,5,533,evening,95
252,180,38,9,478,evening,99
234,180,35,9,462,night,67
270,180,40,12,504,night,90
162,180,24,7,382,night,100
150,180,22,5,360,night,74
306,180,46,10,544,morning,89
234,180,35,6,466,morning,97
186,180,28,10,399,afternoon,78
426,180,64,5,600,night,64
222,54,33,10,316,afternoon,81
216,180,32,11,444,morning,96
240,180,36,6,475,afternoon,67
248,144,37,9,444,afternoon,100
156,180,23,9,377,evening,82
402,144,60,5,600,morning,77
480,180,72,6,600,night,88
78,180,12,6,283,night,90
144,144,22,7,328,evening,100
228,180,34,8,460,morning,97
354,180,53,11,600,evening,79
192,180,29,7,409,night,76
306,180,46,6,551,afternoon,98
192,180,29,7,418,evening,100
468,180,70,6,600,morning,100
5,180,5,8,203,afternoon,91
216,180,32,8,442,night,99
384,180,58,6,600,morning,100
348,180,52,7,587,evening,95
318,174,48,8,552,night,86
282,180,42,5,522,evening,88
120,180,18,12,325,night,95
126,180,19,7,334,night,89
132,180,20,7,345,afternoon,83
338,180,51,11,585,afternoon,100
222,180,33,10,448,morning,100
132,180,20,6,348,morning,100
246,180,37,11,480,night,74
108,180,16,5,311,afternoon,99
246,180,37,10,478,evening,100
312,180,47,8,551,afternoon,100
348,180,52,12,586,evening,100
78,180,12,7,282,evening,88
151,180,23,9,370,night,58
354,180,53,11,600,night,93
237,180,36,11,462,morning,100
162,180,24,11,383,night,97
282,180,42,12,512,morning,96
408,180,61,11,600,morning,94
356,150,53,11,577,morning,85
5,180,5,6,196,night,72
240,180,36,9,474,evening,80
270,180,40,10,502,afternoon,100
78,180,12,6,279,night,90
396,180,59,9,600,night,100
168,108,25,7,308,morning,89
270,180,40,11,504,afternoon,100
432,120,65,11,600,night,99
293,180,44,9,536,morning,100
156,180,23,5,369,evening,98
258,180,39,8,485,morning,93
271,180,41,5,511,morning,97
363,180,54,7,600,afternoon,100
342,180,51,5,581,evening,84
288,180,43,7,526,morning,98
264,180,40,8,502,night,75
168,180,25,12,392,night,72
390,180,58,10,600,night,94
216,180,32,12,438,morning,88
144,180,22,8,360,evening,93
480,180,72,11,600,afternoon,95
96,180,14,11,309,morning,73
402,180,60,8,600,morning,96
84,180,13,7,289,night,86
156,84,23,8,279,morning,97
438,174,66,6,600,afternoon,100
420,180,63,6,600,night,90
408,180,61,12,600,afternoon,100
287,174,43,9,515,evening,72
240,126,36,10,419,night,100
5,78,5,8,103,afternoon,89
354,126,53,8,545,night,97
422,84,63,8,576,afternoon,97
252,162,38,7,468,evening,88
435,180,65,11,600,night,100
400,180,60,11,600,afternoon,92
347,180,52,8,592,night,83
420,180,63,6,600,afternoon,95
342,180,51,8,582,evening,100
336,180,50,7,584,afternoon,100
216,180,32,9,446,morning,88
480,180,72,7,600,morning,100
5,180,5,8,201,afternoon,88
324,180,49,5,558,afternoon,75
192,180,29,6,414,evening,97
192,96,29,8,333,morning,75
108,180,16,6,317,morning,100
270,150,40,5,467,afternoon,85
144,180,22,5,362,evening,97
234,180,35,6,455,afternoon,100
414,180,62,6,600,evening,92
348,180,52,12,589,night,99
246,156,37,8,457,evening,100
204,72,31,11,322,morning,95
24,72,5,8,118,evening,81
216,180,32,8,434,evening,95
276,180,41,10,510,night,90
480,180,72,6,600,night,94
480,180,72,5,600,afternoon,89
132,24,20,11,195,evening,70
282,180,42,6,515,afternoon,100
258,180,39,7,491,afternoon,92
414,180,62,9,600,morning,100
102,96,15,12,228,afternoon,91
48,180,7,6,246,night,59
257,180,39,12,483,night,70
192,180,29,7,415,evening,100
324,180,49,8,567,afternoon,94
99,120,15,9,242,morning,93
276,180,41,7,516,evening,80
252,180,38,12,477,morning,89
444,180,67,8,600,morning,98
480,126,72,11,600,night,100
192,150,29,6,381,night,72
312,180,47,10,552,evening,100
288,180,43,8,526,evening,100
222,180,33,6,441,evening,95
342,180,51,8,580,morning,100
168,180,25,5,384,evening,78
183,180,27,11,404,night,86
222,180,33,5,440,afternoon,98
252,180,38,10,484,night,69
204,180,31,7,426,night,96
348,180,52,7,588,night,100
462,180,69,8,600,morning,99
258,108,39,9,414,night,53
174,180,26,10,387,evening,88
108,114,16,9,255,evening,56
363,180,54,11,600,morning,99
228,180,34,9,450,evening,98
282,180,42,10,516,afternoon,100
6,180,5,7,200,afternoon,94
270,180,40,11,502,night,100
282,180,42,6,515,evening,82
336,180,50,11,584,night,82
352,138,53,10,550,night,82
258,180,39,9,490,afternoon,78
72,180,11,11,275,morning,100
144,180,22,9,353,morning,100
216,156,32,11,414,evening,100
228,180,34,8,458,morning,93
132,138,20,5,301,night,67
312,180,47,10,553,morning,84
108,180,16,11,318,evening,98
408,150,61,8,600,night,100
421,150,63,5,600,morning,99
198,180,30,9,427,evening,100
248,180,37,11,475,evening,82
108,180,16,8,309,afternoon,64
198,180,30,9,420,afternoon,100
114,180,17,8,326,afternoon,95
180,180,27,11,393,afternoon,100
150,180,22,9,360,morning,99
382,132,57,10,588,night,100
480,180,72,8,600,evening,100
330,138,50,7,528,morning,100
282,180,42,6,522,night,92
282,180,42,8,523,night,89
390,180,58,8,600,night,89
212,168,32,6,428,evening,95
108,180,16,11,320,night,70
282,180,42,9,520,morning,86
42,180,6,7,234,evening,54
438,180,66,8,600,night,99
480,180,72,6,600,afternoon,100
60,120,9,9,195,night,85
456,180,68,5,600,night,100
294,180,44,10,535,morning,94
176,180,26,9,396,morning,80
234,180,35,10,461,evening,79
400,180,60,11,600,afternoon,97
222,156,33,11,426,evening,71
162,102,24,9,297,evening,95
252,180,38,7,486,afternoon,100
118,144,18,11,286,evening,83
132,180,20,10,337,night,83
252,180,38,11,479,night,100
378,180,57,7,600,night,60
156,126,23,8,316,evening,68
258,72,39,9,374,morning,94
324,180,49,6,572,morning,91
264,180,40,6,501,morning,82
234,150,35,6,436,evening,57
72,180,11,7,275,evening,75
384,180,58,11,600,night,76
234,180,35,11,459,afternoon,93
380,180,57,5,600,night,93
216,180,32,10,444,night,80
354,180,53,7,600,afternoon,89
102,180,15,8,311,evening,96
148,180,22,6,358,afternoon,96
204,180,31,11,432,afternoon,47
299,180,45,11,537,morning,74
384,180,58,11,600,afternoon,96
162,180,24,7,382,morning,84
264,180,40,7,498,evening,100
264,180,40,6,491,night,98
138,180,21,5,351,afternoon,65
234,66,35,5,353,night,100
84,180,13,6,292,evening,96
330,180,50,8,577,evening,100
324,180,49,11,567,evening,90
150,180,22,6,368,evening,100
312,180,47,10,549,night,97
426,144,64,7,600,night,89
54,180,8,5,258,night,88
336,180,50,7,578,afternoon,96
258,180,39,7,489,morning,94
300,180,45,10,544,morning,98
180,180,27,6,404,morning,92
330,180,50,12,573,morning,98
408,180,61,10,600,night,79
384,48,58,11,503,night,93
30,180,5,5,233,evening,67
70,180,10,5,274,afternoon,60
36,180,5,12,239,night,72
378,144,57,9,592,morning,98
198,180,30,9,427,morning,85
378,180,57,12,600,morning,95
285,180,43,6,518,morning,70
374,180,56,6,600,morning,78
108,180,16,5,320,evening,52
168,180,25,8,381,morning,100
312,180,47,11,558,afternoon,100
384,60,58,11,509,afternoon,92
204,180,31,7,432,night,75
307,168,46,11,536,night,87
432,180,65,6,600,afternoon,85
294,180,44,9,530,afternoon,82
12,102,5,9,131,morning,63
390,180,58,12,600,morning,77
270,180,40,9,498,afternoon,77
162,180,24,7,377,evening,89
210,168,32,5,423,afternoon,86
233,180,35,7,467,morning,100
126,180,19,11,342,night,98
294,180,44,10,527,afternoon,100
30,180,5,7,232,afternoon,59
324,180,49,8,560,evening,98
192,180,29,9,408,night,83
176,180,26,10,401,morning,85
12,180,5,10,211,evening,88
48,180,7,11,242,evening,96
102,180,15,10,309,night,78
306,180,46,8,546,evening,85
276,180,41,10,506,night,96
240,180,36,6,472,evening,89
246,114,37,11,411,afternoon,77
312,180,47,7,545,afternoon,93
180,180,27,6,402,night,94
306,180,46,11,537,morning,91
306,180,46,6,539,night,61
312,180,47,11,544,afternoon,95
396,180,59,8,600,evening,100
270,132,40,12,457,evening,88
168,114,25,8,318,morning,86
5,180,5,10,209,evening,97
186,180,28,7,409,morning,95
480,180,72,8,600,morning,98
312,120,47,8,488,morning,100
150,78,22,5,258,evening,73
256,180,38,7,489,evening,81
180,180,27,7,404,morning,90
246,180,37,8,468,evening,65
126,180,19,10,342,afternoon,100
377,180,57,11,600,afternoon,95
246,180,37,7,479,morning,100
324,84,49,5,470,morning,80
467,180,70,8,600,afternoon,71
240,162,36,5,456,night,78
96,180,14,9,306,night,98
342,180,51,11,580,evening,78
348,180,52,7,595,evening,100
480,180,72,11,600,morning,100
426,180,64,10,600,night,97
168,180,25,10,389,morning,79
325,180,49,6,559,afternoon,92
96,180,14,8,296,afternoon,82
192,180,29,5,407,evening,88
236,180,35,8,468,morning,92
306,180,46,11,547,morning,87
126,168,19,7,323,evening,100
294,180,44,8,530,afternoon,89
126,180,19,9,334,afternoon,96
480,180,72,6,600,morning,100
5,180,5,10,198,evening,100
360,78,54,11,498,night,96
234,126,35,10,400,night,81
192,180,29,11,414,afternoon,97
421,180,63,7,600,morning,79
228,180,34,6,449,morning,99
204,138,31,6,391,night,100
288,180,43,5,524,morning,100
216,180,32,11,441,morning,89
222,132,33,8,395,evening,54
258,120,39,12,432,afternoon,75
292,180,44,5,525,afternoon,92
164,180,25,10,386,afternoon,99
252,180,38,10,488,evening,93
264,180,40,7,491,evening,91
114,180,17,12,316,morning,100
186,180,28,8,406,night,83
270,180,40,6,499,morning,74
222,156,33,12,422,afternoon,74
360,180,54,8,600,night,100
210,180,32,7,430,afternoon,97
318,180,48,10,565,night,100
414,180,62,9,600,afternoon,78
342,180,51,10,579,evening,81
408,72,61,8,556,afternoon,92
336,180,50,12,578,evening,100
318,180,48,11,560,afternoon,83
190,180,28,12,406,night,100
348,180,52,5,597,night,93
390,180,58,12,600,evening,94
384,180,58,7,600,night,73
396,180,59,5,600,morning,100
162,180,24,5,372,night,73
480,180,72,6,600,afternoon,78
480,180,72,11,600,morning,90
186,180,28,9,408,evening,95
465,120,70,6,600,evening,100
252,180,38,10,478,evening,88
174,180,26,11,394,afternoon,100
198,180,30,10,421,afternoon,94
138,180,21,12,344,evening,60
72,180,11,7,277,evening,88
60,72,9,12,157,morning,100
296,180,44,5,531,afternoon,84
330,180,50,8,568,morning,90
420,180,63,9,600,evening,100
288,180,43,5,529,morning,89
180,90,27,12,303,afternoon,84
90,180,14,8,299,afternoon,83
300,180,45,6,544,night,80
336,180,50,10,577,night,99
270,180,40,7,503,night,100
96,180,14,6,295,evening,68
360,180,54,7,600,night,96
102,180,15,7,310,night,95
204,180,31,9,432,afternoon,100
96,180,14,10,305,afternoon,76
84,180,13,11,292,night,81
246,180,37,5,481,morning,100
288,180,43,8,524,morning,93
180,180,27,9,392,afternoon,83
108,180,16,6,321,afternoon,84
138,180,21,10,353,morning,80
348,180,52,10,596,afternoon,90
354,144,53,8,557,morning,90
5,96,5,6,118,night,100
228,180,34,11,459,evening,81
416,180,62,6,600,evening,93
54,84,8,5,153,evening,57
276,84,41,10,407,night,95
203,168,30,8,413,night,79
132,180,20,9,344,afternoon,98
252,180,38,5,485,morning,87
132,180,20,5,337,afternoon,95
150,180,22,11,359,morning,98
66,180,10,7,269,night,84
390,180,58,9,600,morning,100
264,174,40,11,488,afternoon,100
6,180,5,12,198,night,87
202,180,30,7,424,afternoon,91
6,180,5,6,201,night,79
5,180,5,8,199,morning,86
198,180,30,10,413,morning,98
306,132,46,10,492,morning,93
132,180,20,10,341,morning,74
246,180,37,10,481,morning,99
222,180,33,10,449,morning,97
246,180,37,6,474,morning,73
150,180,22,9,368,afternoon,88
129,180,19,12,339,night,75
216,180,32,9,443,evening,92
246,180,37,12,475,afternoon,88
102,180,15,7,309,morning,95
120,180,18,6,334,night,89
372,48,56,10,488,evening,100
90,180,14,11,292,afternoon,96
354,180,53,10,594,night,94
420,180,63,5,600,night,84
84,180,13,9,293,morning,100
306,132,46,7,489,night,90
324,138,49,7,519,morning,78
306,180,46,10,550,morning,100
312,180,47,9,552,afternoon,96
346,180,52,9,595,morning,99
113,0,17,9,139,afternoon,72
276,180,41,10,513,night,91
144,180,22,10,361,morning,83
280,180,42,6,515,morning,97
192,180,29,7,407,afternoon,78
444,174,67,7,600,afternoon,95
151,180,23,8,364,night,95
138,168,21,5,345,night,91
138,144,21,10,308,morning,96
192,180,29,6,416,afternoon,74
144,180,22,8,354,morning,81
110,180,16,5,314,afternoon,94
210,180,32,10,431,afternoon,72
180,180,27,9,406,afternoon,99
300,180,45,6,539,night,100
114,180,17,9,322,afternoon,100
102,72,15,8,195,evening,100
150,78,22,5,258,evening,72
276,180,41,11,515,night,86
5,180,5,12,206,night,67
426,180,64,7,600,evening,94
364,180,55,11,600,morning,98
270,180,40,11,507,evening,77
54,180,8,6,256,evening,88
168,180,25,9,391,evening,81
96,180,14,5,302,afternoon,79
300,180,45,7,535,morning,94
264,180,40,5,499,morning,84
180,60,27,5,273,night,79
138,180,21,6,358,evening,82
162,180,24,10,375,afternoon,100
354,144,53,11,565,afternoon,100
360,180,54,9,600,evening,88
306,180,46,10,546,evening,97
384,180,58,6,600,evening,76
5,180,5,11,207,night,98
264,180,40,5,500,evening,100
186,114,28,5,344,morning,97
360,180,54,8,600,morning,100
108,180,16,11,323,night,71
222,180,33,8,451,evening,78
258,30,39,10,332,night,100
480,162,72,11,600,night,100
456,108,68,7,600,morning,98
438,180,66,5,600,afternoon,100
97,180,15,11,305,morning,69
330,114,50,8,509,night,85
228,180,34,8,454,evening,79
342,180,51,7,586,evening,98
318,180,48,6,562,evening,97
444,132,67,10,600,night,95
288,180,43,8,516,afternoon,74
138,180,21,12,357,morning,92
72,108,11,10,203,morning,100
5,180,5,12,204,evening,94
204,180,31,6,420,night,97
321,42,48,6,430,afternoon,81
252,180,38,8,488,afternoon,100
180,132,27,12,349,night,94
238,180,36,6,467,morning,94
198,156,30,10,391,morning,78
60,180,9,8,258,morning,57
369,180,55,10,600,afternoon,68
222,180,33,10,445,evening,90
18,180,5,7,213,evening,56
144,180,22,8,362,morning,77
246,180,37,8,472,evening,93
5,180,5,10,201,morning,82
447,180,67,12,600,morning,100
366,180,55,5,600,night,94
204,90,31,6,335,morning,65
108,180,16,8,317,night,50
24,180,5,9,217,night,65
252,180,38,7,478,night,97
5,180,5,6,209,night,72
49,180,7,8,247,night,100
432,180,65,11,600,evening,96
366,180,55,12,600,evening,68
348,180,52,9,598,afternoon,86
126,180,19,7,337,night,78
114,84,17,9,223,evening,94
330,180,50,9,566,morning,99
329,180,49,7,571,morning,71
54,96,8,11,163,morning,95
132,180,20,11,345,afternoon,81
204,180,31,6,423,morning,81
30,180,5,5,233,morning,93
252,84,38,11,385,morning,100
444,180,67,8,600,afternoon,75
383,180,57,8,600,afternoon,100
246,180,37,10,482,evening,62
282,18,42,10,360,night,94
336,180,50,8,573,morning,88
198,180,30,9,425,evening,62
414,180,62,8,600,evening,92
96,180,14,9,308,night,85
246,180,37,10,481,morning,85
366,180,55,10,600,evening,100
342,180,51,5,591,night,100
378,180,57,10,600,evening,87
438,180,66,9,600,afternoon,91
239,180,36,5,464,night,76
342,102,51,11,503,night,91
156,180,23,8,372,evening,67
368,180,55,5,600,evening,87
270,180,40,9,495,morning,100
210,180,32,7,436,morning,61
202,180,30,10,430,afternoon,100
216,180,32,6,438,morning,68
248,180,37,11,481,morning,100
204,180,31,7,425,afternoon,100
90,180,14,10,290,evening,77
252,180,38,9,488,night,89
90,180,14,5,298,morning,92
234,174,35,8,448,night,100
108,180,16,9,321,evening,100
144,180,22,5,365,night,90
369,180,55,7,600,night,83
204,180,31,8,427,night,98
330,180,50,7,577,night,82
325,180,49,5,565,afternoon,67
306,180,46,11,539,evening,100
234,180,35,5,466,evening,83
156,180,23,10,369,morning,82
450,180,68,8,600,night,100
419,180,63,12,600,afternoon,78
162,180,24,6,380,afternoon,63
396,180,59,12,600,night,75
66,180,10,8,274,morning,83
402,180,60,6,600,night,88
474,168,71,5,600,afternoon,93
162,180,24,5,377,morning,100
84,60,13,7,163,night,94
84,108,13,11,216,afternoon,73
162,180,24,7,374,evening,100
246,180,37,10,482,evening,84
240,180,36,9,469,morning,86
156,180,23,8,377,morning,100
366,180,55,7,600,morning,100
318,180,48,5,552,night,100
54,180,8,11,254,afternoon,91
330,180,50,11,579,afternoon,69
78,180,12,6,275,evening,59
462,162,69,7,600,night,98
198,96,30,6,329,afternoon,72
324,180,49,8,571,evening,94
318,180,48,5,556,night,93
108,126,16,6,262,evening,98
318,180,48,11,563,morning,77
193,126,29,9,357,morning,85
300,180,45,10,533,night,100
360,180,54,6,600,night,100
114,180,17,5,319,morning,100
460,36,69,10,575,afternoon,99
282,72,42,12,408,morning,78
126,180,19,12,341,morning,92
275,180,41,8,512,night,91
186,180,28,9,409,night,100
240,180,36,8,465,morning,100
186,180,28,12,400,night,77
228,180,34,7,459,afternoon,100
204,180,31,10,427,morning,75
222,180,33,8,441,evening,77
114,180,17,12,316,afternoon,94
186,180,28,10,402,evening,96
414,60,62,8,543,night,100
330,30,50,6,427,morning,100
420,180,63,5,600,evening,99
360,120,54,8,549,morning,84
330,180,50,8,568,afternoon,96
330,180,50,8,568,night,100
5,180,5,5,199,afternoon,68
84,180,13,9,290,evening,81
276,180,41,5,505,afternoon,73
276,108,41,6,434,morning,97
270,162,40,10,480,morning,75
438,180,66,10,600,evening,94
234,180,35,10,465,afternoon,93
216,180,32,11,433,night,74
240,180,36,10,462,morning,100
192,180,29,8,412,morning,84
120,180,18,5,336,afternoon,90
300,180,45,11,543,night,71
270,180,40,9,500,afternoon,91
300,180,45,10,532,afternoon,87
179,180,27,6,391,morning,76
156,180,23,10,376,afternoon,87
246,180,37,10,472,night,97
168,180,25,11,392,afternoon,69
275,180,41,6,502,night,78
288,114,43,7,456,morning,79
198,180,30,11,415,morning,89
264,126,40,11,445,afternoon,78
